prediction,ground_truth,diff_ops,error_ngrams
"-Jesph fister , atdeder des Eister-Effelts , 1950 weiden S.64","- Joseph Eisler, entdecker des Eisler-Effekts, 1950 verschollen S.64","[('insert', 1, 1, 1, 2), ('insert', 2, 2, 3, 5), ('delete', 3, 4, 6, 6), ('replace', 7, 8, 9, 10), ('replace', 10, 11, 12, 13), ('delete', 13, 14, 15, 15), ('replace', 16, 17, 17, 19), ('replace', 20, 21, 22, 24), ('replace', 31, 32, 34, 35), ('replace', 39, 40, 42, 43), ('delete', 42, 43, 45, 45), ('replace', 50, 51, 52, 53), ('replace', 52, 54, 54, 61)]","[(('os', 'neutral'), 1), (('ph', 'neutral'), 1), (('is', 'neutral'), 1), (('le', 'neutral'), 1), (('er', 'neutral'), 2), (('td', 'german-dominant'), 1), (('de', 'german-dominant'), 1), (('ff', 'neutral'), 1), (('ek', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('ve', 'neutral'), 1)]"
Diunch diese Souran. But der Wey der radivativon Strahling sightbar .,Durch diese Spuren ist der Weg der radioaktiven Strahlung sichtbar.,"[('delete', 1, 2, 1, 1), ('replace', 3, 4, 2, 3), ('replace', 14, 15, 13, 14), ('replace', 17, 18, 16, 17), ('delete', 19, 20, 18, 18), ('replace', 21, 23, 19, 21), ('replace', 31, 32, 29, 30), ('replace', 41, 42, 39, 40), ('insert', 43, 43, 41, 42), ('replace', 46, 47, 45, 46), ('replace', 55, 56, 54, 55), ('replace', 61, 62, 60, 61), ('delete', 67, 68, 66, 66)]","[(('ur', 'neutral'), 2), (('rc', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('pu', 'neutral'), 1), (('en', 'german-dominant'), 2), (('is', 'neutral'), 1), (('st', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ak', 'neutral'), 1), (('kt', 'german-dominant'), 1), (('ti', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('ht', 'neutral'), 1)]"
If In aier Kanittel stalen trai berie Haptrerplatton and as kirch,1.) In einer Kartoffel stecken zwei kleine Kupferplatten und es wird,"[('replace', 0, 2, 0, 3), ('replace', 6, 7, 7, 8), ('insert', 8, 8, 9, 10), ('replace', 13, 15, 15, 16), ('replace', 16, 17, 17, 20), ('replace', 22, 24, 25, 28), ('replace', 27, 30, 31, 34), ('replace', 32, 33, 36, 38), ('delete', 34, 35, 39, 39), ('insert', 36, 36, 40, 41), ('replace', 38, 40, 43, 45), ('replace', 41, 43, 46, 47), ('replace', 50, 51, 54, 55), ('replace', 53, 54, 57, 58), ('replace', 57, 58, 61, 62), ('replace', 60, 61, 64, 65), ('replace', 63, 65, 67, 68)]","[(('ei', 'german-dominant'), 3), (('ar', 'neutral'), 1), (('rt', 'neutral'), 1), (('to', 'english-dominant'), 1), (('st', 'neutral'), 1), (('ck', 'neutral'), 1), (('ke', 'neutral'), 1), (('en', 'german-dominant'), 1), (('zw', 'german-dominant'), 1), (('we', 'neutral'), 1), (('le', 'neutral'), 1), (('in', 'neutral'), 1), (('ne', 'neutral'), 1), (('pl', 'english-dominant'), 1), (('la', 'neutral'), 1), (('tt', 'neutral'), 1), (('te', 'neutral'), 1), (('un', 'german-dominant'), 1), (('wi', 'neutral'), 1)]"
Ftasmi Htil  t,Staatschulden : Metrisch,"[('replace', 0, 1, 0, 1), ('insert', 3, 3, 3, 5), ('replace', 4, 5, 6, 20), ('replace', 6, 14, 21, 24)]","[(('aa', 'neutral'), 1), (('at', 'neutral'), 1), (('ts', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('hu', 'neutral'), 1), (('ul', 'english-dominant'), 1), (('ld', 'neutral'), 1), (('de', 'german-dominant'), 1), (('en', 'german-dominant'), 1)]"
KI varbessert die Effixiens son Prodidutionatirion .,KI verbessert die Effizienz von Produktionslinien.,"[('replace', 4, 5, 4, 5), ('replace', 22, 23, 22, 23), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29), ('delete', 36, 38, 36, 36), ('insert', 39, 39, 37, 38), ('replace', 43, 45, 42, 44), ('replace', 46, 47, 45, 46), ('replace', 48, 49, 47, 48), ('delete', 50, 51, 49, 49)]","[(('ve', 'neutral'), 1), (('er', 'neutral'), 1), (('iz', 'neutral'), 1), (('zi', 'german-dominant'), 1), (('nz', 'german-dominant'), 1), (('vo', 'german-dominant'), 1), (('du', 'neutral'), 1), (('uk', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('ti', 'neutral'), 1), (('sl', 'neutral'), 1), (('li', 'neutral'), 1), (('in', 'neutral'), 1), (('ni', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('en', 'german-dominant'), 1)]"
I TIEtersede uishen MenGrippeaersteen Durcht TT,- Unterschiede zwischen den Gruppen entstehen durch:,"[('replace', 0, 1, 0, 1), ('replace', 2, 5, 2, 4), ('insert', 9, 9, 8, 11), ('replace', 13, 14, 15, 17), ('insert', 16, 16, 19, 20), ('replace', 20, 21, 24, 25), ('insert', 23, 23, 27, 28), ('replace', 25, 26, 30, 31), ('replace', 29, 30, 34, 36), ('replace', 31, 32, 37, 39), ('insert', 35, 35, 42, 43), ('replace', 38, 39, 46, 47), ('replace', 43, 47, 51, 52)]","[(('nt', 'neutral'), 2), (('te', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('de', 'german-dominant'), 2), (('zw', 'german-dominant'), 1), (('he', 'neutral'), 2), (('en', 'german-dominant'), 2), (('ru', 'german-dominant'), 1), (('up', 'neutral'), 1), (('pp', 'neutral'), 1), (('ts', 'neutral'), 1), (('du', 'neutral'), 1)]"
 talomatesteilt in bdert and Ojettinat,also unterteilt in Wort und Objekt. Diese,"[('delete', 0, 2, 0, 0), ('insert', 4, 4, 2, 3), ('replace', 5, 7, 4, 7), ('replace', 9, 10, 9, 10), ('replace', 19, 22, 19, 21), ('replace', 25, 26, 24, 25), ('insert', 30, 30, 29, 30), ('insert', 32, 32, 32, 33), ('replace', 33, 34, 34, 37), ('replace', 35, 38, 38, 41)]","[(('al', 'neutral'), 1), (('ls', 'neutral'), 1), (('un', 'german-dominant'), 2), (('nt', 'neutral'), 1), (('er', 'neutral'), 1), (('rt', 'neutral'), 2), (('or', 'neutral'), 1), (('nd', 'neutral'), 1), (('bj', 'neutral'), 1), (('ek', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('ie', 'german-dominant'), 1)]"
I Hgehdfed taebye adbEDeTT,Prozess schlafen gelegt wird (blockieren),"[('replace', 0, 1, 0, 7), ('replace', 2, 3, 8, 17), ('replace', 5, 8, 19, 20), ('insert', 9, 9, 21, 27), ('replace', 11, 13, 29, 36), ('replace', 14, 16, 37, 38), ('replace', 17, 26, 39, 41)]","[(('ro', 'neutral'), 1), (('oz', 'german-dominant'), 1), (('es', 'neutral'), 1), (('ss', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('hl', 'german-dominant'), 1), (('la', 'neutral'), 1), (('af', 'neutral'), 1), (('fe', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ge', 'german-dominant'), 1), (('el', 'neutral'), 1), (('le', 'neutral'), 1), (('eg', 'neutral'), 1), (('gt', 'neutral'), 1), (('wi', 'neutral'), 1), (('ir', 'neutral'), 1)]"
Bildang won Vererampstructuren nad vershiedeen Geschspunien . A ,- Bildung von Vererbungsstrukturen nach verschiedenen Gesichtspunkten,"[('insert', 0, 0, 0, 2), ('replace', 4, 5, 6, 7), ('replace', 8, 9, 10, 11), ('replace', 17, 20, 19, 24), ('replace', 24, 25, 28, 29), ('replace', 33, 34, 37, 39), ('insert', 39, 39, 44, 45), ('insert', 44, 44, 50, 51), ('insert', 50, 50, 57, 58), ('insert', 52, 52, 60, 61), ('replace', 56, 57, 65, 67), ('delete', 59, 64, 69, 69)]","[(('il', 'neutral'), 1), (('ld', 'neutral'), 1), (('ng', 'neutral'), 1), (('re', 'neutral'), 1), (('er', 'neutral'), 1), (('rb', 'german-dominant'), 1), (('bu', 'neutral'), 1), (('ss', 'neutral'), 1), (('st', 'neutral'), 1), (('en', 'german-dominant'), 3), (('sc', 'german-dominant'), 1), (('es', 'neutral'), 1), (('si', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('ts', 'neutral'), 1), (('sp', 'neutral'), 1), (('pu', 'neutral'), 1), (('un', 'german-dominant'), 1)]"
schaffichen Motelen die Gosellshaff anadlesieren tann and sonit ah de,schaftlichen Modellen die Gesellschaft analysieren kann und somit auch die,"[('replace', 5, 6, 5, 7), ('replace', 14, 15, 15, 16), ('insert', 16, 16, 17, 18), ('replace', 25, 26, 27, 28), ('insert', 31, 31, 33, 34), ('replace', 34, 35, 37, 38), ('delete', 39, 40, 42, 42), ('replace', 41, 42, 43, 44), ('replace', 49, 50, 51, 52), ('replace', 54, 55, 56, 57), ('replace', 60, 61, 62, 63), ('insert', 65, 65, 67, 69), ('insert', 68, 68, 72, 73)]","[(('ft', 'neutral'), 1), (('tl', 'neutral'), 1), (('od', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ll', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ha', 'neutral'), 1), (('an', 'neutral'), 1), (('na', 'neutral'), 1), (('al', 'neutral'), 1), (('en', 'german-dominant'), 1), (('nn', 'german-dominant'), 1), (('so', 'neutral'), 1), (('uc', 'neutral'), 1)]"
hoeheoaron,Objektdiagramm,"[('replace', 0, 2, 0, 3), ('replace', 3, 6, 4, 8), ('insert', 7, 7, 9, 10), ('replace', 8, 10, 11, 14)]","[(('bj', 'neutral'), 1), (('je', 'german-dominant'), 1), (('ek', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('td', 'german-dominant'), 1), (('di', 'neutral'), 1), (('ia', 'neutral'), 1), (('ag', 'neutral'), 1), (('gr', 'neutral'), 1)]"
horstrultive Sdhntte,Konstruktive Schritte,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 7, 8, 7, 8), ('replace', 14, 15, 14, 15), ('replace', 16, 17, 16, 18)]","[(('on', 'neutral'), 1), (('ns', 'neutral'), 1), (('uk', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('hr', 'german-dominant'), 1), (('ri', 'neutral'), 1)]"
"""-Anossung an indeviduble Nachtrase durch flexiblere",- Anpassung an individuelle Nachfrage durch flexiblere,"[('delete', 0, 1, 0, 0), ('insert', 2, 2, 1, 2), ('replace', 4, 5, 4, 6), ('replace', 17, 18, 18, 19), ('replace', 22, 23, 23, 25), ('replace', 30, 31, 32, 33), ('replace', 33, 34, 35, 36)]","[(('np', 'neutral'), 1), (('pa', 'neutral'), 1), (('nd', 'neutral'), 1), (('di', 'neutral'), 1), (('du', 'neutral'), 1), (('ue', 'neutral'), 1), (('ac', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('fr', 'neutral'), 1), (('ra', 'neutral'), 1)]"
H ellenratie a Ferhantineat TTDTTDDet,- Demokratie nach Abraham Lincoln,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('replace', 3, 7, 4, 7), ('insert', 13, 13, 13, 14), ('insert', 14, 14, 15, 17), ('replace', 15, 17, 18, 20), ('insert', 18, 18, 21, 22), ('replace', 20, 22, 24, 27), ('replace', 24, 37, 29, 33)]","[(('em', 'neutral'), 1), (('mo', 'neutral'), 1), (('ok', 'neutral'), 1), (('kr', 'german-dominant'), 1), (('na', 'neutral'), 1), (('ac', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('br', 'neutral'), 1), (('ra', 'neutral'), 1), (('ah', 'german-dominant'), 1), (('am', 'neutral'), 1), (('in', 'neutral'), 1), (('nc', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('ol', 'neutral'), 1), (('ln', 'neutral'), 1)]"
sich selber velunstatlet und sulh selber I,sich selber verunstaltet und sich selber,"[('replace', 14, 15, 14, 15), ('insert', 20, 20, 20, 21), ('delete', 21, 22, 22, 22), ('replace', 30, 32, 30, 32), ('delete', 40, 42, 40, 40)]","[(('er', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('al', 'neutral'), 1), (('lt', 'neutral'), 1), (('te', 'neutral'), 1), (('si', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1)]"
hefsmittel,Hilfsmittel,"[('replace', 0, 2, 0, 3)]","[(('il', 'neutral'), 1)]"
T. Aapen,Aufgaben,"[('delete', 0, 3, 0, 0), ('insert', 4, 4, 1, 4), ('replace', 5, 6, 5, 6)]","[(('uf', 'german-dominant'), 1), (('fg', 'neutral'), 1), (('ga', 'neutral'), 1), (('ab', 'neutral'), 1), (('be', 'neutral'), 1)]"
"7 determany "" "" ""d aae'",7. Lieferumfang,"[('insert', 1, 1, 1, 2), ('replace', 2, 3, 3, 5), ('replace', 4, 5, 6, 7), ('insert', 7, 7, 9, 10), ('insert', 8, 8, 11, 12), ('replace', 10, 23, 14, 15)]","[(('ie', 'german-dominant'), 1), (('fe', 'neutral'), 1), (('er', 'neutral'), 1), (('um', 'neutral'), 1), (('mf', 'neutral'), 1), (('fa', 'neutral'), 1), (('an', 'neutral'), 1), (('ng', 'neutral'), 1)]"
Hu Syn Mdisten t,4. Auch gegen Widerstreben,"[('replace', 0, 1, 0, 4), ('insert', 2, 2, 5, 7), ('replace', 3, 12, 8, 11), ('insert', 15, 15, 14, 20), ('insert', 16, 16, 21, 26)]","[(('uc', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ge', 'german-dominant'), 2), (('eg', 'neutral'), 1), (('en', 'german-dominant'), 1), (('id', 'neutral'), 1)]"
"Count in Aitianspeterial an der Postamapre an , werden Vesikel it Butenat","Kommt ein Aktionspotenzial an der Postsynapse an, werden Vesikel mit Glutamat","[('replace', 0, 1, 0, 1), ('replace', 2, 4, 2, 4), ('insert', 6, 6, 6, 7), ('replace', 10, 11, 11, 12), ('replace', 13, 14, 14, 15), ('replace', 17, 18, 18, 19), ('replace', 20, 21, 21, 23), ('replace', 36, 38, 38, 41), ('replace', 40, 41, 43, 44), ('delete', 45, 46, 48, 48), ('insert', 63, 63, 65, 66), ('replace', 66, 67, 69, 71), ('replace', 69, 71, 73, 75)]","[(('om', 'neutral'), 1), (('mm', 'neutral'), 1), (('mt', 'neutral'), 1), (('ti', 'neutral'), 1), (('io', 'neutral'), 1), (('sp', 'neutral'), 1), (('po', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('os', 'neutral'), 1), (('st', 'neutral'), 1), (('ts', 'neutral'), 1), (('yn', 'neutral'), 1), (('na', 'neutral'), 1), (('el', 'neutral'), 1), (('mi', 'neutral'), 1), (('it', 'neutral'), 1), (('lu', 'neutral'), 1)]"
T heater bringt Emotiosen sun Ansclrude .,Theater bringt Emotionen zum Ausdruck.,"[('delete', 1, 2, 1, 1), ('replace', 22, 23, 21, 22), ('replace', 26, 27, 25, 26), ('replace', 28, 29, 27, 28), ('replace', 31, 32, 30, 31), ('replace', 33, 35, 32, 33), ('replace', 37, 40, 35, 37)]","[(('he', 'neutral'), 1), (('ne', 'neutral'), 1), (('en', 'german-dominant'), 1), (('zu', 'german-dominant'), 1), (('um', 'neutral'), 1), (('us', 'neutral'), 1), (('sd', 'neutral'), 1), (('dr', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('uc', 'neutral'), 1)]"
If De Tradiftionale erschaff Berifuf ten Altagalewhen andie T,- Traditionale Herrschaft: beruht auf dem Alltagsglauben an die,"[('replace', 0, 5, 0, 1), ('delete', 11, 12, 7, 7), ('insert', 20, 20, 15, 16), ('insert', 21, 21, 17, 18), ('replace', 27, 28, 24, 26), ('replace', 29, 30, 27, 28), ('replace', 32, 34, 30, 35), ('replace', 37, 38, 38, 39), ('replace', 39, 40, 40, 41), ('insert', 42, 42, 43, 44), ('insert', 46, 46, 48, 51), ('replace', 47, 51, 52, 54), ('insert', 56, 56, 59, 60), ('delete', 59, 61, 63, 63)]","[(('ra', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('na', 'neutral'), 1), (('al', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('be', 'neutral'), 1), (('er', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('de', 'german-dominant'), 1), (('em', 'neutral'), 1), (('ta', 'neutral'), 1), (('ag', 'neutral'), 1), (('gs', 'neutral'), 1), (('sg', 'neutral'), 1), (('gl', 'neutral'), 1), (('la', 'neutral'), 1), (('di', 'neutral'), 1)]"
Dos Kroksdil Covert geduldig in Wasser .,Das Krokodil lauert geduldig im Wasser.,"[('replace', 1, 2, 1, 2), ('replace', 8, 9, 8, 9), ('replace', 13, 16, 13, 16), ('replace', 30, 31, 30, 31), ('delete', 38, 39, 38, 38)]","[(('as', 'neutral'), 1), (('ko', 'german-dominant'), 1), (('od', 'neutral'), 1), (('la', 'neutral'), 1), (('au', 'german-dominant'), 1), (('ue', 'neutral'), 1), (('im', 'neutral'), 1)]"
Tireroing ot line Baicling aviochen iner aAlgemins Hosse and inr peoidisoten blasse,- Vererbung ist eine Beziehung zwischen einer allgemeinen Klasse und einer spezialisierten Klasse,"[('replace', 0, 2, 0, 4), ('replace', 5, 7, 7, 9), ('replace', 10, 11, 12, 14), ('replace', 13, 14, 16, 17), ('replace', 19, 20, 22, 24), ('replace', 21, 24, 25, 28), ('replace', 27, 29, 31, 33), ('replace', 30, 31, 34, 35), ('insert', 36, 36, 40, 41), ('replace', 42, 43, 47, 48), ('insert', 47, 47, 52, 53), ('delete', 49, 74, 55, 55), ('replace', 77, 78, 58, 59), ('insert', 83, 83, 64, 97)]","[(('re', 'neutral'), 1), (('er', 'neutral'), 2), (('rb', 'german-dominant'), 1), (('ng', 'neutral'), 2), (('is', 'neutral'), 2), (('st', 'neutral'), 1), (('ne', 'neutral'), 4), (('ez', 'german-dominant'), 2), (('zi', 'german-dominant'), 1), (('hu', 'neutral'), 1), (('un', 'german-dominant'), 2), (('ch', 'german-dominant'), 1), (('in', 'neutral'), 3), (('al', 'neutral'), 1), (('lg', 'german-dominant'), 1), (('ge', 'german-dominant'), 1), (('em', 'neutral'), 1), (('me', 'neutral'), 1), (('ei', 'german-dominant'), 2), (('en', 'german-dominant'), 1), (('la', 'neutral'), 1), (('as', 'neutral'), 1), (('ss', 'neutral'), 1), (('se', 'neutral'), 1), (('nd', 'neutral'), 1), (('pe', 'neutral'), 1)]"
IT Eehattes Bedachtent t TTTT,- Fehlerhaftes Beobachten,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 3), ('insert', 6, 6, 5, 9), ('replace', 7, 8, 10, 11), ('replace', 14, 15, 17, 19), ('delete', 21, 29, 25, 25)]","[(('eh', 'neutral'), 1), (('le', 'neutral'), 1), (('er', 'neutral'), 1), (('rh', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
t . Indude-Beaschungen ,7. Include-Beziehungen,"[('replace', 0, 2, 0, 1), ('replace', 6, 7, 5, 7), ('replace', 13, 16, 13, 16), ('delete', 22, 23, 22, 22)]","[(('cl', 'english-dominant'), 1), (('lu', 'neutral'), 1), (('ez', 'german-dominant'), 1), (('zi', 'german-dominant'), 1), (('ie', 'german-dominant'), 1), (('eh', 'neutral'), 1)]"
. Glosar,Glossar,"[('delete', 0, 2, 0, 0), ('insert', 6, 6, 4, 5)]","[(('lo', 'english-dominant'), 1), (('ar', 'neutral'), 1)]"
 Ehidishire nnefentiOdningti,"- Ziel ist eine neue, gesunde Ordnung","[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('replace', 4, 5, 4, 7), ('replace', 7, 8, 9, 12), ('replace', 9, 10, 13, 14), ('insert', 13, 13, 17, 26), ('insert', 14, 14, 27, 28), ('replace', 15, 20, 29, 30), ('insert', 21, 21, 31, 32), ('replace', 23, 24, 34, 35), ('delete', 26, 28, 37, 37)]","[(('ie', 'german-dominant'), 1), (('el', 'neutral'), 1), (('is', 'neutral'), 1), (('st', 'neutral'), 1), (('in', 'neutral'), 1), (('ne', 'neutral'), 2), (('eu', 'german-dominant'), 1), (('ue', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('es', 'neutral'), 1), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 1)]"
I thnaseint das celle lleht debdie h,"Man meint das selbe Objekt, doch das","[('replace', 0, 1, 0, 3), ('replace', 2, 7, 4, 5), ('replace', 16, 17, 14, 15), ('replace', 19, 20, 17, 18), ('replace', 22, 24, 20, 23), ('replace', 25, 26, 24, 25), ('insert', 27, 27, 26, 27), ('replace', 29, 31, 29, 33), ('replace', 32, 36, 34, 36)]","[(('an', 'neutral'), 1), (('me', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('in', 'neutral'), 1), (('el', 'neutral'), 1), (('lb', 'neutral'), 1), (('bj', 'neutral'), 1), (('je', 'german-dominant'), 1), (('ek', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('do', 'english-dominant'), 1), (('oc', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('da', 'neutral'), 1), (('as', 'neutral'), 1)]"
Orthogonale Entscheidanggrenzen,Orthogonale Entscheidungsgrenzen,"[('replace', 21, 22, 21, 22), ('insert', 24, 24, 24, 25)]","[(('du', 'neutral'), 1), (('un', 'german-dominant'), 1), (('gs', 'neutral'), 1)]"
Maschinelles hermen analysiest Master .,Maschinelles Lernen analysiert Muster.,"[('replace', 13, 14, 13, 14), ('replace', 16, 17, 16, 17), ('replace', 28, 29, 28, 29), ('replace', 32, 33, 32, 33), ('delete', 37, 38, 37, 37)]","[(('rn', 'neutral'), 1), (('ne', 'neutral'), 1), (('er', 'neutral'), 1), (('rt', 'neutral'), 1), (('us', 'neutral'), 1)]"
Mochbeile Staldiniensystern,Nachteile Stabliniensystem,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 5), ('insert', 13, 13, 13, 14), ('delete', 14, 15, 15, 15), ('replace', 25, 27, 25, 26)]","[(('ac', 'neutral'), 1), (('ht', 'neutral'), 1), (('te', 'neutral'), 1), (('ab', 'neutral'), 1), (('bl', 'neutral'), 1), (('li', 'neutral'), 1), (('em', 'neutral'), 1)]"
TTT Ehadeltvismesenatenfer thetie tTTTTt,- Induktivismus: Von Daten zur Theorie,"[('replace', 0, 3, 0, 1), ('replace', 4, 7, 2, 4), ('replace', 8, 10, 5, 7), ('insert', 11, 11, 8, 9), ('replace', 15, 16, 13, 14), ('replace', 17, 18, 15, 19), ('insert', 19, 19, 20, 22), ('replace', 23, 25, 26, 29), ('replace', 27, 28, 31, 32), ('replace', 30, 31, 34, 36), ('delete', 33, 40, 38, 38)]","[(('nd', 'neutral'), 1), (('du', 'neutral'), 1), (('uk', 'german-dominant'), 1), (('kt', 'german-dominant'), 1), (('ti', 'neutral'), 1), (('iv', 'neutral'), 1), (('vi', 'neutral'), 1), (('is', 'neutral'), 1), (('on', 'neutral'), 1), (('at', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('zu', 'german-dominant'), 1), (('he', 'neutral'), 1), (('eo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('ri', 'neutral'), 1), (('ie', 'german-dominant'), 1)]"
Studentes organiseren &ultuable Auctauch programme .,Studenten organisieren kulturelle Austauschprogramme.,"[('replace', 8, 9, 8, 9), ('insert', 17, 17, 17, 18), ('replace', 22, 23, 23, 24), ('replace', 27, 29, 28, 31), ('replace', 34, 35, 36, 37), ('insert', 38, 38, 40, 41), ('delete', 40, 41, 43, 43), ('delete', 50, 51, 52, 52)]","[(('en', 'german-dominant'), 1), (('si', 'neutral'), 1), (('tu', 'neutral'), 1), (('ur', 'neutral'), 1), (('re', 'neutral'), 1), (('ta', 'neutral'), 1), (('us', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('mm', 'neutral'), 1), (('me', 'neutral'), 1)]"
Keimzellen . sind spermien and eizellen,Keimzellen sind spermien und eizellen,"[('delete', 10, 12, 10, 10), ('replace', 27, 28, 25, 26)]","[(('si', 'neutral'), 1), (('nd', 'neutral'), 1)]"
tos.ns,17.8.23,"[('replace', 0, 3, 0, 2), ('replace', 4, 6, 3, 7)]",[]
I Elartian er shae mit aninto Bsmenstugtersegeann Bntwetten ,- Bestimmung der Skala mit gewichteter Zusammensetzung der gegebenen Antworten,"[('replace', 0, 1, 0, 1), ('replace', 2, 6, 2, 5), ('replace', 8, 9, 7, 10), ('insert', 10, 10, 11, 12), ('insert', 11, 11, 13, 14), ('replace', 14, 16, 17, 19), ('replace', 17, 18, 20, 22), ('insert', 23, 23, 27, 42), ('replace', 24, 32, 43, 44), ('insert', 36, 36, 48, 49), ('insert', 37, 37, 50, 51), ('insert', 38, 38, 52, 53), ('replace', 39, 40, 54, 56), ('replace', 42, 43, 58, 60), ('replace', 46, 47, 63, 65), ('insert', 48, 48, 66, 67), ('replace', 50, 51, 69, 70), ('replace', 54, 56, 73, 75), ('delete', 59, 60, 78, 78)]","[(('es', 'neutral'), 1), (('st', 'neutral'), 1), (('ti', 'neutral'), 1), (('mm', 'neutral'), 1), (('mu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('de', 'german-dominant'), 2), (('er', 'neutral'), 2), (('mi', 'neutral'), 1), (('it', 'neutral'), 1), (('ge', 'german-dominant'), 2), (('ew', 'neutral'), 1), (('wi', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('te', 'neutral'), 1), (('sa', 'neutral'), 1), (('am', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ns', 'neutral'), 1), (('se', 'neutral'), 1), (('tz', 'german-dominant'), 1), (('zu', 'german-dominant'), 1)]"
