prediction,ground_truth,diff_ops,error_ngrams
T. Aapen,Aufgaben,"[('delete', 0, 3, 0, 0), ('insert', 4, 4, 1, 4), ('replace', 5, 6, 5, 6)]","[(('ufg', 'german-dominant'), 1), (('fga', 'german-dominant'), 2), (('gab', 'german-dominant'), 2), (('abe', 'german-dominant'), 1), (('ben', 'german-dominant'), 1)]"
"7 determany "" "" ""d aae'",7. Lieferumfang,"[('insert', 1, 1, 1, 2), ('replace', 2, 3, 3, 5), ('replace', 4, 5, 6, 7), ('insert', 7, 7, 9, 10), ('insert', 8, 8, 11, 12), ('replace', 10, 23, 14, 15)]","[(('ief', 'neutral'), 1), (('efe', 'neutral'), 1), (('fer', 'neutral'), 2), (('eru', 'german-dominant'), 1), (('rum', 'german-dominant'), 1), (('umf', 'german-dominant'), 1), (('mfa', 'german-dominant'), 1), (('fan', 'neutral'), 1), (('ang', 'neutral'), 1)]"
Hu Syn Mdisten t,4. Auch gegen Widerstreben,"[('replace', 0, 1, 0, 4), ('insert', 2, 2, 5, 7), ('replace', 3, 12, 8, 11), ('insert', 15, 15, 14, 20), ('insert', 16, 16, 21, 26)]","[(('uch', 'neutral'), 1), (('geg', 'german-dominant'), 1), (('ege', 'german-dominant'), 1), (('gen', 'german-dominant'), 1), (('ide', 'neutral'), 1)]"
"Count in Aitianspeterial an der Postamapre an , werden Vesikel it Butenat","Kommt ein Aktionspotenzial an der Postsynapse an, werden Vesikel mit Glutamat","[('replace', 0, 1, 0, 1), ('replace', 2, 4, 2, 4), ('insert', 6, 6, 6, 7), ('replace', 10, 11, 11, 12), ('replace', 13, 14, 14, 15), ('replace', 17, 18, 18, 19), ('replace', 20, 21, 21, 23), ('replace', 36, 38, 38, 41), ('replace', 40, 41, 43, 44), ('delete', 45, 46, 48, 48), ('insert', 63, 63, 65, 66), ('replace', 66, 67, 69, 71), ('replace', 69, 71, 73, 75)]","[(('omm', 'neutral'), 1), (('mmt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1), (('nsp', 'german-dominant'), 1), (('spo', 'neutral'), 1), (('pot', 'neutral'), 1), (('ote', 'neutral'), 1), (('ten', 'german-dominant'), 1), (('enz', 'german-dominant'), 1), (('ost', 'neutral'), 1), (('sts', 'neutral'), 1), (('tsy', 'neutral'), 1), (('syn', 'german-dominant'), 1), (('yna', 'neutral'), 1), (('nap', 'english-dominant'), 1), (('kel', 'neutral'), 1), (('mit', 'german-dominant'), 1), (('lut', 'neutral'), 1)]"
T heater bringt Emotiosen sun Ansclrude .,Theater bringt Emotionen zum Ausdruck.,"[('delete', 1, 2, 1, 1), ('replace', 22, 23, 21, 22), ('replace', 26, 27, 25, 26), ('replace', 28, 29, 27, 28), ('replace', 31, 32, 30, 31), ('replace', 33, 35, 32, 33), ('replace', 37, 40, 35, 37)]","[(('hea', 'english-dominant'), 1), (('one', 'neutral'), 1), (('nen', 'german-dominant'), 1), (('zum', 'german-dominant'), 1), (('usd', 'german-dominant'), 1), (('sdr', 'neutral'), 2), (('dru', 'neutral'), 1), (('ruc', 'neutral'), 1), (('uck', 'neutral'), 1)]"
If De Tradiftionale erschaff Berifuf ten Altagalewhen andie T,- Traditionale Herrschaft: beruht auf dem Alltagsglauben an die,"[('replace', 0, 5, 0, 1), ('delete', 11, 12, 7, 7), ('insert', 20, 20, 15, 16), ('insert', 21, 21, 17, 18), ('replace', 27, 28, 24, 26), ('replace', 29, 30, 27, 28), ('replace', 32, 34, 30, 35), ('replace', 37, 38, 38, 39), ('replace', 39, 40, 40, 41), ('insert', 42, 42, 43, 44), ('insert', 46, 46, 48, 51), ('replace', 47, 51, 52, 54), ('insert', 56, 56, 59, 60), ('delete', 59, 61, 63, 63)]","[(('rad', 'neutral'), 1), (('adi', 'neutral'), 1), (('ona', 'neutral'), 1), (('nal', 'neutral'), 1), (('ale', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 2), (('cha', 'neutral'), 1), (('ber', 'german-dominant'), 2), (('eru', 'german-dominant'), 1), (('ruh', 'german-dominant'), 1), (('uht', 'neutral'), 1), (('dem', 'german-dominant'), 1), (('lta', 'neutral'), 1), (('tag', 'neutral'), 2), (('ags', 'german-dominant'), 1), (('gsg', 'german-dominant'), 1), (('sgl', 'neutral'), 1), (('gla', 'neutral'), 1), (('lau', 'german-dominant'), 1), (('die', 'german-dominant'), 1)]"
Dos Kroksdil Covert geduldig in Wasser .,Das Krokodil lauert geduldig im Wasser.,"[('replace', 1, 2, 1, 2), ('replace', 8, 9, 8, 9), ('replace', 13, 16, 13, 16), ('replace', 30, 31, 30, 31), ('delete', 38, 39, 38, 38)]","[(('oko', 'neutral'), 1), (('kod', 'german-dominant'), 1), (('odi', 'neutral'), 1), (('lau', 'german-dominant'), 1), (('aue', 'german-dominant'), 1), (('uer', 'german-dominant'), 1)]"
Tireroing ot line Baicling aviochen iner aAlgemins Hosse and inr peoidisoten blasse,- Vererbung ist eine Beziehung zwischen einer allgemeinen Klasse und einer spezialisierten Klasse,"[('replace', 0, 2, 0, 4), ('replace', 5, 7, 7, 9), ('replace', 10, 11, 12, 14), ('replace', 13, 14, 16, 17), ('replace', 19, 20, 22, 24), ('replace', 21, 24, 25, 28), ('replace', 27, 29, 31, 33), ('replace', 30, 31, 34, 35), ('insert', 36, 36, 40, 41), ('replace', 42, 43, 47, 48), ('insert', 47, 47, 52, 53), ('delete', 49, 74, 55, 55), ('replace', 77, 78, 58, 59), ('insert', 83, 83, 64, 97)]","[(('ere', 'neutral'), 1), (('rer', 'german-dominant'), 1), (('erb', 'german-dominant'), 1), (('rbu', 'neutral'), 1), (('ung', 'german-dominant'), 2), (('ist', 'neutral'), 1), (('ine', 'german-dominant'), 4), (('ezi', 'german-dominant'), 2), (('zie', 'german-dominant'), 1), (('ehu', 'german-dominant'), 1), (('hun', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('ein', 'german-dominant'), 3), (('ner', 'german-dominant'), 2), (('all', 'neutral'), 1), (('llg', 'neutral'), 1), (('lge', 'german-dominant'), 1), (('gem', 'german-dominant'), 1), (('eme', 'neutral'), 1), (('mei', 'german-dominant'), 1), (('nen', 'german-dominant'), 1), (('las', 'neutral'), 1), (('ass', 'neutral'), 1), (('sse', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('spe', 'neutral'), 1), (('pez', 'german-dominant'), 1), (('lis', 'neutral'), 1), (('isi', 'neutral'), 1)]"
IT Eehattes Bedachtent t TTTT,- Fehlerhaftes Beobachten,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 3), ('insert', 6, 6, 5, 9), ('replace', 7, 8, 10, 11), ('replace', 14, 15, 17, 19), ('delete', 21, 29, 25, 25)]","[(('ehl', 'german-dominant'), 1), (('hle', 'german-dominant'), 1), (('ler', 'german-dominant'), 2), (('erh', 'neutral'), 1), (('rha', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('hte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1)]"
t . Indude-Beaschungen ,7. Include-Beziehungen,"[('replace', 0, 2, 0, 1), ('replace', 6, 7, 5, 7), ('replace', 13, 16, 13, 16), ('delete', 22, 23, 22, 22)]","[(('ncl', 'english-dominant'), 1), (('clu', 'english-dominant'), 1), (('lud', 'english-dominant'), 1), (('ezi', 'german-dominant'), 1), (('zie', 'german-dominant'), 1), (('ieh', 'german-dominant'), 1), (('ehu', 'german-dominant'), 1)]"
. Glosar,Glossar,"[('delete', 0, 2, 0, 0), ('insert', 6, 6, 4, 5)]","[(('los', 'neutral'), 1), (('sar', 'english-dominant'), 1)]"
 Ehidishire nnefentiOdningti,"- Ziel ist eine neue, gesunde Ordnung","[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('replace', 4, 5, 4, 7), ('replace', 7, 8, 9, 12), ('replace', 9, 10, 13, 14), ('insert', 13, 13, 17, 26), ('insert', 14, 14, 27, 28), ('replace', 15, 20, 29, 30), ('insert', 21, 21, 31, 32), ('replace', 23, 24, 34, 35), ('delete', 26, 28, 37, 37)]","[(('iel', 'german-dominant'), 1), (('ist', 'neutral'), 2), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 2), (('neu', 'german-dominant'), 1), (('eue', 'german-dominant'), 1), (('ges', 'german-dominant'), 1), (('esu', 'neutral'), 1), (('sun', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('nde', 'german-dominant'), 1)]"
I thnaseint das celle lleht debdie h,"Man meint das selbe Objekt, doch das","[('replace', 0, 1, 0, 3), ('replace', 2, 7, 4, 5), ('replace', 16, 17, 14, 15), ('replace', 19, 20, 17, 18), ('replace', 22, 24, 20, 23), ('replace', 25, 26, 24, 25), ('insert', 27, 27, 26, 27), ('replace', 29, 31, 29, 33), ('replace', 32, 36, 34, 36)]","[(('mei', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('int', 'neutral'), 1), (('sel', 'neutral'), 1), (('elb', 'german-dominant'), 1), (('lbe', 'neutral'), 1), (('bje', 'neutral'), 1), (('jek', 'german-dominant'), 1), (('ekt', 'german-dominant'), 2), (('doc', 'neutral'), 1), (('och', 'neutral'), 1), (('das', 'german-dominant'), 1)]"
Orthogonale Entscheidanggrenzen,Orthogonale Entscheidungsgrenzen,"[('replace', 21, 22, 21, 22), ('insert', 24, 24, 24, 25)]","[(('idu', 'german-dominant'), 1), (('dun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('ngs', 'neutral'), 1), (('gsg', 'german-dominant'), 1)]"
Maschinelles hermen analysiest Master .,Maschinelles Lernen analysiert Muster.,"[('replace', 13, 14, 13, 14), ('replace', 16, 17, 16, 17), ('replace', 28, 29, 28, 29), ('replace', 32, 33, 32, 33), ('delete', 37, 38, 37, 37)]","[(('ern', 'german-dominant'), 1), (('rne', 'neutral'), 1), (('nen', 'german-dominant'), 1), (('ier', 'german-dominant'), 1), (('ert', 'neutral'), 1), (('ust', 'neutral'), 1)]"
Mochbeile Staldiniensystern,Nachteile Stabliniensystem,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 5), ('insert', 13, 13, 13, 14), ('delete', 14, 15, 15, 15), ('replace', 25, 27, 25, 26)]","[(('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('hte', 'german-dominant'), 1), (('tei', 'german-dominant'), 1), (('tab', 'neutral'), 1), (('abl', 'neutral'), 2), (('bli', 'neutral'), 1), (('lin', 'neutral'), 1), (('tem', 'neutral'), 1)]"
TTT Ehadeltvismesenatenfer thetie tTTTTt,- Induktivismus: Von Daten zur Theorie,"[('replace', 0, 3, 0, 1), ('replace', 4, 7, 2, 4), ('replace', 8, 10, 5, 7), ('insert', 11, 11, 8, 9), ('replace', 15, 16, 13, 14), ('replace', 17, 18, 15, 19), ('insert', 19, 19, 20, 22), ('replace', 23, 25, 26, 29), ('replace', 27, 28, 31, 32), ('replace', 30, 31, 34, 36), ('delete', 33, 40, 38, 38)]","[(('ndu', 'neutral'), 1), (('duk', 'german-dominant'), 1), (('ukt', 'german-dominant'), 1), (('kti', 'german-dominant'), 2), (('tiv', 'neutral'), 1), (('ivi', 'neutral'), 1), (('vis', 'neutral'), 2), (('ism', 'neutral'), 1), (('ate', 'neutral'), 1), (('ten', 'german-dominant'), 1), (('zur', 'german-dominant'), 1), (('heo', 'neutral'), 1), (('eor', 'neutral'), 1), (('ori', 'neutral'), 1), (('rie', 'neutral'), 1)]"
Studentes organiseren &ultuable Auctauch programme .,Studenten organisieren kulturelle Austauschprogramme.,"[('replace', 8, 9, 8, 9), ('insert', 17, 17, 17, 18), ('replace', 22, 23, 23, 24), ('replace', 27, 29, 28, 31), ('replace', 34, 35, 36, 37), ('insert', 38, 38, 40, 41), ('delete', 40, 41, 43, 43), ('delete', 50, 51, 52, 52)]","[(('ten', 'german-dominant'), 1), (('isi', 'neutral'), 1), (('sie', 'german-dominant'), 1), (('ltu', 'german-dominant'), 1), (('tur', 'neutral'), 1), (('ure', 'neutral'), 1), (('rel', 'neutral'), 1), (('sta', 'neutral'), 1), (('tau', 'german-dominant'), 1), (('aus', 'german-dominant'), 1), (('usc', 'neutral'), 1), (('sch', 'german-dominant'), 1), (('amm', 'german-dominant'), 1), (('mme', 'german-dominant'), 1)]"
Keimzellen . sind spermien and eizellen,Keimzellen sind spermien und eizellen,"[('delete', 10, 12, 10, 10), ('replace', 27, 28, 25, 26)]","[(('sin', 'neutral'), 1), (('und', 'german-dominant'), 1)]"
tos.ns,17.8.23,"[('replace', 0, 3, 0, 2), ('replace', 4, 6, 3, 7)]",[]
I Elartian er shae mit aninto Bsmenstugtersegeann Bntwetten ,- Bestimmung der Skala mit gewichteter Zusammensetzung der gegebenen Antworten,"[('replace', 0, 1, 0, 1), ('replace', 2, 6, 2, 5), ('replace', 8, 9, 7, 10), ('insert', 10, 10, 11, 12), ('insert', 11, 11, 13, 14), ('replace', 14, 16, 17, 19), ('replace', 17, 18, 20, 22), ('insert', 23, 23, 27, 42), ('replace', 24, 32, 43, 44), ('insert', 36, 36, 48, 49), ('insert', 37, 37, 50, 51), ('insert', 38, 38, 52, 53), ('replace', 39, 40, 54, 56), ('replace', 42, 43, 58, 60), ('replace', 46, 47, 63, 65), ('insert', 48, 48, 66, 67), ('replace', 50, 51, 69, 70), ('replace', 54, 56, 73, 75), ('delete', 59, 60, 78, 78)]","[(('est', 'neutral'), 1), (('sti', 'neutral'), 1), (('tim', 'neutral'), 1), (('imm', 'german-dominant'), 1), (('mmu', 'neutral'), 1), (('mun', 'german-dominant'), 2), (('ung', 'german-dominant'), 2), (('der', 'german-dominant'), 2), (('mit', 'german-dominant'), 1), (('gew', 'german-dominant'), 1), (('ewi', 'neutral'), 1), (('wic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('ete', 'neutral'), 1), (('ter', 'neutral'), 2), (('usa', 'neutral'), 1), (('sam', 'neutral'), 1), (('amm', 'german-dominant'), 1), (('men', 'neutral'), 1), (('ens', 'german-dominant'), 1), (('nse', 'neutral'), 2), (('set', 'neutral'), 1), (('etz', 'german-dominant'), 1), (('tzu', 'german-dominant'), 1), (('zun', 'german-dominant'), 1), (('geg', 'german-dominant'), 1)]"
- Testfall ldestfluatsion,- Testfall Identifikation,"[('replace', 11, 12, 11, 12), ('replace', 14, 15, 14, 15), ('insert', 16, 16, 16, 17), ('replace', 17, 19, 18, 20), ('delete', 21, 22, 22, 22)]","[(('den', 'german-dominant'), 1), (('ent', 'neutral'), 1), (('nti', 'neutral'), 2), (('tif', 'english-dominant'), 2), (('ifi', 'neutral'), 1), (('fik', 'german-dominant'), 1), (('ika', 'german-dominant'), 1), (('kat', 'german-dominant'), 1), (('ati', 'neutral'), 1), (('tio', 'neutral'), 1)]"
 Seruebind t ale abidnsumsbiabet,Sprache. Diese ist sehr verschieden zum arabischen,"[('insert', 0, 0, 0, 8), ('replace', 1, 2, 9, 25), ('insert', 4, 4, 27, 37), ('replace', 5, 12, 38, 39), ('replace', 14, 17, 41, 42), ('replace', 20, 21, 45, 49), ('delete', 22, 32, 50, 50)]","[(('pra', 'german-dominant'), 1), (('rac', 'neutral'), 1), (('ach', 'german-dominant'), 2), (('che', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('ese', 'neutral'), 1), (('ist', 'neutral'), 1), (('seh', 'neutral'), 1), (('ehr', 'german-dominant'), 2), (('ver', 'neutral'), 1), (('ers', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('hie', 'german-dominant'), 1), (('ied', 'neutral'), 1), (('ede', 'neutral'), 1)]"
 Fiterssn the m beDa sidet f,interessieren und man sich nicht sicher ist,"[('delete', 0, 2, 0, 0), ('insert', 3, 3, 1, 2), ('insert', 6, 6, 5, 6), ('insert', 8, 8, 8, 12), ('replace', 10, 13, 14, 17), ('delete', 15, 19, 19, 19), ('insert', 20, 20, 20, 21), ('replace', 23, 25, 24, 31), ('replace', 27, 28, 33, 43)]","[(('int', 'neutral'), 1), (('nte', 'german-dominant'), 2), (('ter', 'neutral'), 1), (('res', 'neutral'), 1), (('ess', 'neutral'), 1), (('ssi', 'neutral'), 1), (('sie', 'german-dominant'), 1), (('ier', 'german-dominant'), 1), (('ere', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('man', 'neutral'), 2), (('sic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('nic', 'german-dominant'), 1)]"
 Hislisten  trophewuselt dashiinadnat,der letzten Strophe wechselt das Reimschema,"[('insert', 0, 0, 0, 3), ('delete', 1, 4, 4, 4), ('replace', 5, 7, 5, 8), ('replace', 11, 12, 12, 13), ('insert', 18, 18, 19, 20), ('replace', 19, 20, 21, 24), ('insert', 28, 28, 32, 39), ('replace', 29, 32, 40, 42), ('delete', 33, 37, 43, 43)]","[(('der', 'german-dominant'), 1), (('let', 'english-dominant'), 1), (('etz', 'german-dominant'), 1), (('tzt', 'german-dominant'), 1), (('phe', 'neutral'), 1), (('das', 'german-dominant'), 1), (('eim', 'german-dominant'), 1), (('ims', 'neutral'), 1), (('msc', 'german-dominant'), 1)]"
"- intersdniedlitne Parametelisten """,- unterschiedliche Parameterlisten,"[('replace', 2, 3, 2, 3), ('replace', 8, 10, 8, 10), ('replace', 15, 17, 15, 17), ('insert', 27, 27, 27, 28), ('delete', 33, 35, 34, 34)]","[(('unt', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('hie', 'german-dominant'), 1), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('erl', 'german-dominant'), 1), (('ten', 'german-dominant'), 1)]"
tralyse eiec NalteC  taors,Analyse einer Karikatur 7.12.2023,"[('replace', 0, 2, 0, 2), ('insert', 10, 10, 10, 11), ('replace', 11, 12, 12, 13), ('replace', 13, 14, 14, 15), ('replace', 15, 16, 16, 20), ('replace', 17, 19, 21, 23), ('replace', 20, 26, 24, 33)]","[(('nal', 'neutral'), 1), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 2), (('ner', 'german-dominant'), 1), (('ari', 'neutral'), 2), (('rik', 'german-dominant'), 1), (('ika', 'german-dominant'), 1), (('kat', 'german-dominant'), 2), (('atu', 'neutral'), 1), (('tur', 'neutral'), 1)]"
"Innenfinantiering bedenbet , dass , en Unternetnen . Finanemittel","Innenfinanzierung bedeutet, dass ein Unternehmen Finanzmittel","[('replace', 10, 11, 10, 11), ('replace', 14, 15, 14, 15), ('replace', 22, 24, 22, 24), ('delete', 26, 27, 26, 26), ('delete', 34, 36, 33, 33), ('insert', 37, 37, 34, 35), ('replace', 46, 48, 44, 46), ('delete', 50, 52, 48, 48), ('replace', 58, 59, 54, 55)]","[(('anz', 'german-dominant'), 1), (('nzi', 'german-dominant'), 1), (('zie', 'german-dominant'), 1), (('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('deu', 'german-dominant'), 1), (('eut', 'german-dominant'), 1), (('ute', 'neutral'), 1), (('tet', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('hme', 'german-dominant'), 1), (('men', 'neutral'), 1), (('ina', 'neutral'), 1), (('itt', 'neutral'), 1), (('tte', 'neutral'), 1), (('tel', 'neutral'), 1)]"
 theityenesnaton r bedienar ella t,Leitung eines anderen zu bedienen. Selbst,"[('replace', 0, 3, 0, 1), ('replace', 6, 7, 4, 8), ('insert', 8, 8, 9, 10), ('insert', 11, 11, 13, 15), ('replace', 12, 15, 16, 20), ('replace', 17, 18, 22, 24), ('replace', 25, 27, 31, 34), ('insert', 28, 28, 35, 36), ('replace', 30, 33, 38, 40)]","[(('eit', 'german-dominant'), 1), (('itu', 'neutral'), 1), (('ung', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('nes', 'neutral'), 2), (('and', 'neutral'), 1), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('ere', 'neutral'), 1), (('bed', 'neutral'), 1), (('edi', 'neutral'), 2), (('die', 'german-dominant'), 1), (('ien', 'neutral'), 1), (('ene', 'neutral'), 1), (('nen', 'german-dominant'), 1)]"
"-havina-Klawel   """,- having - Klausel,"[('insert', 1, 1, 1, 2), ('replace', 6, 7, 7, 9), ('insert', 8, 8, 10, 11), ('replace', 11, 12, 14, 16), ('delete', 14, 18, 18, 18)]","[(('vin', 'english-dominant'), 1), (('ing', 'english-dominant'), 1), (('lau', 'german-dominant'), 1), (('aus', 'german-dominant'), 1), (('use', 'english-dominant'), 1), (('sel', 'neutral'), 1)]"
I 1GGrzent yen Fellstdden tHZDTDDT,Grenzen von Fallstudien,"[('delete', 0, 4, 0, 0), ('insert', 6, 6, 2, 4), ('delete', 9, 10, 7, 7), ('replace', 11, 13, 8, 10), ('replace', 16, 17, 13, 14), ('insert', 21, 21, 18, 19), ('replace', 22, 23, 20, 21), ('delete', 25, 34, 23, 23)]","[(('ren', 'german-dominant'), 1), (('enz', 'german-dominant'), 1), (('nze', 'german-dominant'), 1), (('zen', 'german-dominant'), 1), (('von', 'german-dominant'), 1), (('lls', 'neutral'), 1), (('lst', 'neutral'), 1), (('stu', 'german-dominant'), 1), (('die', 'german-dominant'), 1), (('ien', 'neutral'), 2)]"
Studenten Pernen and wachson .,Studenten lernen und wachsen.,"[('replace', 10, 11, 10, 11), ('replace', 17, 18, 17, 18), ('replace', 26, 27, 26, 27), ('delete', 28, 29, 28, 28)]","[(('ler', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('hse', 'german-dominant'), 1), (('sen', 'german-dominant'), 1)]"
Dic Eula ruft in dor Nacht .,Die Eule ruft in der Nacht.,"[('replace', 2, 3, 2, 3), ('replace', 7, 8, 7, 8), ('replace', 18, 19, 18, 19), ('delete', 26, 27, 26, 26)]","[(('ule', 'neutral'), 1), (('der', 'german-dominant'), 1)]"
 Mes ist orpanisites btesse ? t,Was ist organisiertes Interesse?,"[('replace', 0, 3, 0, 2), ('replace', 11, 12, 10, 11), ('insert', 17, 17, 16, 18), ('replace', 21, 22, 22, 24), ('insert', 23, 23, 25, 27), ('delete', 27, 28, 31, 31), ('delete', 29, 31, 32, 32)]","[(('rga', 'german-dominant'), 1), (('gan', 'neutral'), 1), (('ani', 'neutral'), 1), (('ier', 'german-dominant'), 1), (('ert', 'neutral'), 1), (('ere', 'neutral'), 1), (('res', 'neutral'), 1), (('ess', 'neutral'), 2), (('sse', 'german-dominant'), 1)]"
calle Atribute won ayperdess an diodass ; What lines Atriouts wird nict wetragtan !,- alle Attribute von SuperClass an Subclass ; Wert eines Attributs wird nicht weitergegeben!,"[('replace', 0, 1, 0, 2), ('insert', 7, 7, 8, 9), ('replace', 15, 16, 17, 18), ('replace', 19, 21, 21, 23), ('replace', 24, 26, 26, 29), ('replace', 32, 36, 35, 40), ('replace', 43, 45, 47, 49), ('replace', 47, 48, 51, 52), ('insert', 55, 55, 59, 60), ('replace', 57, 58, 62, 63), ('insert', 70, 70, 75, 76), ('insert', 74, 74, 80, 81), ('insert', 75, 75, 82, 83), ('delete', 76, 77, 84, 84), ('replace', 78, 80, 85, 90), ('delete', 81, 82, 91, 91)]","[(('ute', 'neutral'), 1), (('von', 'german-dominant'), 1), (('upe', 'neutral'), 1), (('per', 'neutral'), 1), (('ert', 'neutral'), 1), (('nes', 'neutral'), 1), (('ird', 'german-dominant'), 1), (('nic', 'german-dominant'), 1), (('ich', 'german-dominant'), 2), (('cht', 'german-dominant'), 2), (('wei', 'german-dominant'), 1), (('eit', 'german-dominant'), 2), (('ite', 'neutral'), 1), (('ter', 'neutral'), 1)]"
